race_id,race_name,course
rac_11152687,Tramore Medical Clinic Handicap Hurdle,Tramore (IRE)
rac_11152674,Ryans Cleaning Services Maiden Hurdle,Tramore (IRE)
rac_11152661,Jimmy Shanahan Memorial Handicap Hurdle,Tramore (IRE)
rac_11152648,David Flynn Construction Maiden Hurdle,Tramore (IRE)
rac_11152596,Fairyhouse Membership 2024 Handicap Hurdle,Fairyhouse (IRE)
rac_11152583,Tote+ Pays You More At Tote.ie Handicap Hurdle,Fairyhouse (IRE)
rac_11152570,ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Fairyhouse (IRE)
rac_11152557,Wishing Everyone A Healthy 2024 Mares Hurdle,Fairyhouse (IRE)
rac_11155274,EASYFIX Handicap Hurdle,Cork (IRE)
rac_11155261,ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Cork (IRE)
rac_11155248,Annual Membership Available Rated Novice Hurdle,Cork (IRE)
rac_11155235,Happy New Year From All At Cork Maiden Hurdle,Cork (IRE)
rac_11160916,Tipperary Handicap Hurdle,Clonmel (IRE)
rac_11160903,Lisronagh Handicap Hurdle,Clonmel (IRE)
rac_11160890,Munster Hurdle,Clonmel (IRE)
rac_11160877,Monroe Maiden Hurdle,Clonmel (IRE)
rac_11160864,Kilsheelan Mares Maiden Hurdle,Clonmel (IRE)
rac_11162619,Adare Manor Opportunity Handicap Hurdle,Naas (IRE)
rac_11162606,Matt Britton Irish EBF Maiden Hurdle,Naas (IRE)
rac_11162593,Lawlor's Of Naas Novice Hurdle,Naas (IRE)
rac_11162554,Naas Racecourse Handicap Hurdle,Naas (IRE)
rac_11163243,SBK Handicap Hurdle,Fairyhouse (IRE)
rac_11163230,SBK Mares Maiden Hurdle,Fairyhouse (IRE)
rac_11163217,Racing TV Club Day At Fairyhouse Hurdle,Fairyhouse (IRE)
rac_11163321,SkyBet Request A Bet Mares Handicap Hurdle,Punchestown (IRE)
rac_11163308,SkyBet Acca Freeze Maiden Hurdle,Punchestown (IRE)
rac_11163295,SkyBet Moscow Flyer Novice Hurdle,Punchestown (IRE)
rac_11164062,Join The Punchestown Members Club Handicap Hurdle,Punchestown (IRE)
rac_11164049,Download The Bet Victor App Maiden Hurdle,Punchestown (IRE)
rac_11164036,Book Your Festival Hospitality Novice Handicap Hurdle,Punchestown (IRE)
rac_11164023,Thank You To Rita Lyons Mares Maiden Hurdle,Punchestown (IRE)
rac_11164010,John Thomas McNamara Series (Q.R.) Handicap Hurdle,Punchestown (IRE)
rac_11163997,Bet Victor Proud To Support Irish Racing Maiden Hurdle,Punchestown (IRE)
rac_11167611,Ardmulchan Handicap Hurdle,Navan (IRE)
rac_11167598,Navan Handicap Hurdle (),Navan (IRE)
rac_11167585,QuinnBet Maiden Hurdle,Navan (IRE)
rac_11167572,Race Displays Rated Novice Hurdle,Navan (IRE)
rac_11167728,Horse & Jockey Handicap Hurdle,Thurles (IRE)
rac_11167715,W.T. O'Grady Memorial Irish EBF Novice Hurdle,Thurles (IRE)
rac_11167702,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle (IRE Incentive Race),Thurles (IRE)
rac_11172993,Pravha Handicap Hurdle,Down Royal (IRE)
rac_11172980,Coors Mares Handicap Hurdle,Down Royal (IRE)
rac_11172967,Franciscan Well Rated Novice Hurdle,Down Royal (IRE)
rac_11172954,Molson Coors Beverage Company Maiden Hurdle,Down Royal (IRE)
rac_11173123,Jump Into January At Fairyhouse Handicap Hurdle,Fairyhouse (IRE)
rac_11173110,Fairyhouse Supporting Treo Eile Maiden Hurdle,Fairyhouse (IRE)
rac_11173097,"HAY ""How Are Ya"" Campaign Mares Maiden Hurdle",Fairyhouse (IRE)
rac_11173084,Easter Festival Early Bird Maiden Hurdle,Fairyhouse (IRE)
rac_11173071,Easter Festival March 30th - April 1st Novice Hurdle,Fairyhouse (IRE)
rac_11173188,Adare Manor Opportunity Handicap Hurdle,Gowran Park (IRE)
rac_11173162,John Mulhern Galmoy Hurdle,Gowran Park (IRE)
rac_11173149,Connolly's RED MILLS Irish EBF Ladies Auction Maiden Hurdle (IRE Incentive Race),Gowran Park (IRE)
rac_11173136,Langtons Kilkenny Handicap Hurdle,Gowran Park (IRE)
rac_11175866,Adare Manor Opportunity Handicap Hurdle,Fairyhouse (IRE)
rac_11175853,CJ Sheeran Group Supporting CCR Raceday Maiden Hurdle,Fairyhouse (IRE)
rac_11175840,SBK Maiden Hurdle,Fairyhouse (IRE)
rac_11175827,SBK Solerina Mares Novice Hurdle,Fairyhouse (IRE)
rac_11175957,Full Circle Series At Punchestown Festival 2024 Qualifier Handicap Hurdle,Naas (IRE)
rac_11175944,I.N.H. Stallion Owners EBF Maiden Hurdle,Naas (IRE)
rac_11175918,Naas Racecourse Business Club Limestone Lad Hurdle,Naas (IRE)
rac_11175905,Download The BetVictor App Maiden Hurdle,Naas (IRE)
rac_11177140,Punchestown Party @ Festival 2024 Handicap Hurdle,Punchestown (IRE)
rac_11177127,Book Your Festival Hospitality Now Handicap Hurdle,Punchestown (IRE)
rac_11177114,Punchestown Members Club From 215 Euros Rated Novice Hurdle,Punchestown (IRE)
rac_11177101,Group Ticket Deal At Festival 2024 (C & G) Maiden Hurdle,Punchestown (IRE)
rac_11177088,Download The BetVictor App Mares Maiden Hurdle,Punchestown (IRE)
rac_11177075,Buy Festival 2024 Tickets Today Handicap Hurdle,Punchestown (IRE)
rac_11177062,Get Best Odds Guaranteed At Bet Victor Maiden Hurdle,Punchestown (IRE)
rac_11178206,Limerick Novice Handicap Hurdle,Limerick (IRE)
rac_11177751,Follow Limerick Racecourse On Instagram Opportunity Handicap Hurdle,Limerick (IRE)
rac_11177738,Follow Limerick Racecourse On Twitter (C & G) Maiden Hurdle,Limerick (IRE)
rac_11177725,Limerick Racecourse Opportunity Mares Maiden Hurdle,Limerick (IRE)
rac_11177712,Become A Member @ Limerick Handicap Hurdle,Limerick (IRE)
rac_11177699,Limerick Racecourse Claiming Hurdle,Limerick (IRE)
rac_11174995,Race And Stay At Leopardstown Handicap Hurdle (),Leopardstown (IRE)
rac_11164686,McCann FitzGerald Spring Juvenile Hurdle,Leopardstown (IRE)
rac_11164673,Nathaniel Lacy & Partners Solicitors Novice Hurdle,Leopardstown (IRE)
rac_11175060,Timeless Sash Windows Handicap Hurdle (),Leopardstown (IRE)
rac_11175034,Irish Stallion Farms EBF Paddy Mullins Mares Handicap Hurdle (),Leopardstown (IRE)
rac_11164764,Chanelle Pharma Irish Champion Hurdle,Leopardstown (IRE)
rac_11164738,Tattersalls Ireland 50th Derby Sale Novice Hurdle,Leopardstown (IRE)
rac_11185668,SBK Maiden Hurdle,Punchestown (IRE)
rac_11185655,SBK Mares Handicap Hurdle,Punchestown (IRE)
rac_11185642,SBK Novice Handicap Hurdle,Punchestown (IRE)
rac_11185629,SBK At Punchestown Maiden Hurdle,Punchestown (IRE)
rac_11185616,SBK Maiden Hurdle,Punchestown (IRE)
rac_11186188,Bobbyjo Day February 24th Handicap Hurdle,Fairyhouse (IRE)
rac_11186175,Fairyhouse Schooling Races Mares Maiden Hurdle,Fairyhouse (IRE)
rac_11186162,Fairyhouse Punters Pack For Easter Maiden Hurdle,Fairyhouse (IRE)
rac_11186149,Book Your Advanced Tickets Now Rated Novice Hurdle,Fairyhouse (IRE)
rac_11188710,Adare Manor Opportunity Handicap Hurdle,Naas (IRE)
rac_11188697,Cavan Developments Supporting Kill GAA Maiden Hurdle,Naas (IRE)
rac_11188684,Connolly's RED MILLS Irish EBF Auction Novice Hurdle (IRE Incentive Race),Naas (IRE)
rac_11188671,A.M. Transport Supporting Kill GAA Rated Hurdle,Naas (IRE)
rac_11188801,Gibney's Handicap Hurdle,Navan (IRE)
rac_11188788,William Hill Boyne Hurdle,Navan (IRE)
rac_11188775,Apple's Jade Mares Novice Hurdle (),Navan (IRE)
rac_11188762,Navan Ford & Opel Maiden Hurdle,Navan (IRE)
rac_11191700,thurles.ie Maiden Hurdle (Div II),Thurles (IRE)
rac_11190348,Killinan Handicap Hurdle,Thurles (IRE)
rac_11190335,www.thurlesraces.ie Maiden Hurdle,Thurles (IRE)
rac_11190322,thurles.ie Maiden Hurdle (Div I),Thurles (IRE)
rac_11190231,Kilmolash (Q.R.) Handicap Hurdle,Clonmel (IRE)
rac_11190218,Minorstown Handicap Hurdle,Clonmel (IRE)
rac_11190205,Surehaul Mercedes-Benz Novice Hurdle,Clonmel (IRE)
rac_11190192,Derrygrath Maiden Hurdle,Clonmel (IRE)
rac_11190179,Surehaul Race Day Mares Maiden Hurdle,Clonmel (IRE)
rac_11193195,Full Circle Series At Punchestown Festival 2024 Qualifier Handicap Hurdle,Gowran Park (IRE)
rac_11193182,Red Mills Trial Hurdle,Gowran Park (IRE)
rac_11193169,Sea Moon & Jukebox Jury At Burgage Stud Maiden Hurdle,Gowran Park (IRE)
rac_11193312,David Trundley Artist At Punchestown Novice Handicap Hurdle,Punchestown (IRE)
rac_11193299,Old House Kill Maiden Hurdle,Punchestown (IRE)
rac_11193286,Madigan Group Irish EBF Sheila Bourke Novice Hurdle (),Punchestown (IRE)
rac_11198642,Sherry Fitzgerald Brady O'Flaherty Supporting Longford GAA Handicap Hurdle,Punchestown (IRE)
rac_11198629,Book Your Group Deal Today Handicap Hurdle,Punchestown (IRE)
rac_11198616,See You At Festival 2024 Mares Maiden Hurdle,Punchestown (IRE)
rac_11198603,Bet Victor Quevega Mares Hurdle,Punchestown (IRE)
rac_11198590,I.N.H. Stallion Owners EBF Maiden Hurdle,Punchestown (IRE)
rac_11198577,Best Odds Guaranteed At Bet Victor Maiden Hurdle,Punchestown (IRE)
rac_11198733,Connolly's RED MILLS Ladies Handicap Hurdle,Thurles (IRE)
rac_11198720,I.N.H. Stallion Owners EBF Maiden Hurdle,Thurles (IRE)
rac_11198707,BoyleSports Michael Purcell Memorial Novice Hurdle,Thurles (IRE)
rac_11201944,Fairyhouse Bumper Bundle For Easter Handicap Hurdle,Fairyhouse (IRE)
rac_11201931,Tommy Carberry Handicap Hurdle,Fairyhouse (IRE)
rac_11201918,Fairyhouse Easter Festival March 30th To April 1st Handicap Hurdle,Fairyhouse (IRE)
rac_11201905,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle (IRE Incentive Race),Fairyhouse (IRE)
rac_11202061,Pertemps Network Group Handicap Hurdle (Qualifier),Naas (IRE)
rac_11202048,Get Best Odds Guaranteed At BetVictor Handicap Hurdle,Naas (IRE)
rac_11202009,Naas Racecourse Business Club Maiden Hurdle,Naas (IRE)
rac_11201996,Winning Fair Juvenile Hurdle,Naas (IRE)
rac_11206676,Navan Maiden Hurdle,Navan (IRE)
rac_11206663,BoyleSports Daily Extra Places Handicap Hurdle,Navan (IRE)
rac_11206650,BoyleSports Money Back 2nd To The Favourite Mares Maiden Hurdle,Navan (IRE)
rac_11206637,Meath Farm Machinery Maiden Hurdle,Navan (IRE)
rac_11206585,Anton O'Toole Handicap Hurdle,Leopardstown (IRE)
rac_11206572,QuinnBet Hurdle,Leopardstown (IRE)
rac_11206559,Adare Manor Opportunity Maiden Hurdle,Leopardstown (IRE)
rac_11206546,Connolly's RED MILLS Irish EBF Auction Novice Hurdle (IRE Incentive Race),Leopardstown (IRE)
rac_11212253,QuinnBet Handicap Hurdle,Leopardstown (IRE)
rac_11212240,QuinnBet Mares' Handicap Hurdle,Leopardstown (IRE)
rac_11212227,Leopardstown Driving Range Mares' Maiden Hurdle,Leopardstown (IRE)
rac_11212214,Colours Bar Maiden Hurdle,Leopardstown (IRE)
rac_11212656,Thurles Handicap Hurdle,Thurles (IRE)
rac_11212643,Holycross Maiden Hurdle,Thurles (IRE)
rac_11212630,Killinan Handicap Hurdle,Thurles (IRE)
rac_11212617,ThurlesRaces.ie Maiden Hurdle,Thurles (IRE)
rac_11215646,BoyleSports Money Back On Every Race At Cheltenham Handicap Hurdle,Gowran Park (IRE)
rac_11215633,Best Of Luck To The Irish At Cheltenham Mares Maiden Hurdle,Gowran Park (IRE)
rac_11215620,Golf Classics At Gowran Park Maiden Hurdle,Gowran Park (IRE)
rac_11217726,"Bar One Racing ""Price Boosts All 28 Favourites At Cheltenham"" Handicap Hurdle (Div II)",Naas (IRE)
rac_11215750,"Bar One Racing ""Mobile Betting At Cheltenham"" Handicap Hurdle",Naas (IRE)
rac_11215737,"Bar One Racing ""Price Boosts All 28 Favourites At Cheltenham"" Handicap Hurdle (Div I)",Naas (IRE)
rac_11215724,"Bar One Racing ""Guaranteed Overnight Prices"" Kingsfurze Novice Hurdle",Naas (IRE)
rac_11215711,"Bar One Racing ""Guaranteed Multiples All Shops"" Maiden Hurdle",Naas (IRE)
rac_11215529,Mother's Day At Limerick Racecourse Maiden Hurdle,Limerick (IRE)
rac_11215516,Follow Limerick Races On Instagram Handicap Hurdle,Limerick (IRE)
rac_11215503,Irish Stallion Farms EBF Shannon Spray Mares Novice Hurdle,Limerick (IRE)
rac_11215490,Panoramic Restaurant At Limerick Racecourse Hurdle,Limerick (IRE)
rac_11220833,Leugh Handicap Hurdle,Thurles (IRE)
rac_11220820,End Of The Season Hurdle,Thurles (IRE)
rac_11220807,Adare Manor Opportunity Maiden Hurdle,Thurles (IRE)
rac_11227515,Powered By Bluegrass Handicap Hurdle (Div II),Down Royal (IRE)
rac_11220885,Powered By Bluegrass Handicap Hurdle (Div I),Down Royal (IRE)
rac_11220872,Full Circle Series At Punchestown Festival 2024 Qualifier Novice Handicap Hurdle,Down Royal (IRE)
rac_11220859,Bluegrasshorsefeed.com Maiden Hurdle,Down Royal (IRE)
rac_11227359,Longines Fegentri World Championship (Q.R.) Handicap Hurdle,Cork (IRE)
rac_11227346,Social Packs For The Easter Festival Handicap Hurdle,Cork (IRE)
rac_11227333,Full Circle Series At Punchestown Festival 2024 Qualifier Handicap Hurdle,Cork (IRE)
rac_11227320,Racing Home For Easter Festival 30th March To 1st April Handicap Hurdle,Cork (IRE)
rac_11227307,Follow Us On Social Media Maiden Hurdle,Cork (IRE)
rac_11227294,Welcome To Student Raceday 2024 Maiden Hurdle,Cork (IRE)
rac_11230232,Irish Stallion Farms EBF Novice Hurdle,Navan (IRE)
rac_11230219,Wesco Electrical Maiden Hurdle,Navan (IRE)
rac_11230206,Navan Members Mares Handicap Hurdle,Navan (IRE)
rac_11230193,Mongey Communications Maiden Hurdle,Navan (IRE)
rac_11230323,I.N.H. Stallion Owners EBF Maiden Hurdle,Limerick (IRE)
rac_11230310,Adare Manor Opportunity Handicap Hurdle,Limerick (IRE)
rac_11230297,Follow Limerick Races On Twitter Mares Hurdle,Limerick (IRE)
rac_11230284,Limerick Racecourse Maiden Hurdle,Limerick (IRE)
rac_11234574,I.N.H. Stallion Owners EBF Novice Handicap Hurdle Series Final (),Fairyhouse (IRE)
rac_11234522,Tom Quinlan Electrical Maiden Hurdle,Fairyhouse (IRE)
rac_11229322,RYBO Handicap Hurdle (),Fairyhouse (IRE)
rac_11234743,Mallow Commercials CVRT Test Centre Handicap Hurdle,Cork (IRE)
rac_11234730,Bar One Racing Easter Handicap Hurdle (),Cork (IRE)
rac_11234691,O'Flynn Motors Mallow Mares' Maiden Hurdle,Cork (IRE)
rac_11234678,Bar One Racing Hurdle,Cork (IRE)
rac_11234665,Dermot Casey Tree Care Maiden Hurdle,Cork (IRE)
rac_11234639,Donohue Marquees Novice Hurdle,Fairyhouse (IRE)
rac_11234626,Paddy Kehoe Suspended Ceilings Novice Hurdle,Fairyhouse (IRE)
rac_11234613,Cawley Furniture Novice Handicap Hurdle,Fairyhouse (IRE)
rac_11234600,Ryan's Cleaning Maiden Hurdle,Fairyhouse (IRE)
rac_11217531,Irish Stallion Farms EBF Honeysuckle Mares' Novice Hurdle,Fairyhouse (IRE)
rac_11241217,Rathbarry & Glenview Studs Hurdle,Fairyhouse (IRE)
rac_11241204,Fairyhouse Steel Handicap Hurdle,Fairyhouse (IRE)
rac_11241191,O'Driscoll's Irish Whiskey Juvenile Hurdle,Fairyhouse (IRE)
rac_11241178,Farmhouse Foods Novice Handicap Hurdle,Fairyhouse (IRE)
rac_11241087,Leisure Domes Ltd Marquee Hire Handicap Hurdle,Cork (IRE)
rac_11241074,Hibernian Hotel Mallow Maiden Hurdle,Cork (IRE)
rac_11241542,Buy The Centenary Of Naas Racecourse Book By Turtle Bunbury Handicap Hurdle,Naas (IRE)
rac_11241529,Thanks To All Our Sponsors In The National Hunt Season Handicap Hurdle,Naas (IRE)
rac_11241516,Owners Insurance Included In AIRO Membership Handicap Hurdle,Naas (IRE)
rac_11241503,Treo Eile Rated Novice Hurdle,Naas (IRE)
rac_11241490,Irish Stallion Farms EBF Mares Maiden Hurdle,Naas (IRE)
rac_11241477,Book Your Summer Season BBQ Packages At Naas Racecourse Maiden Hurdle,Naas (IRE)
rac_11245767,Locke Burger Handicap Hurdle,Limerick (IRE)
rac_11245754,Ishka Handicap Hurdle,Limerick (IRE)
rac_11245741,Supermac's (C & G) Maiden Hurdle,Limerick (IRE)
rac_11245728,Camden Square Novice Handicap Hurdle,Limerick (IRE)
rac_11245715,D & J Glazing Handicap Hurdle,Limerick (IRE)
rac_11245702,Molly's Late Bar Fillies Maiden Hurdle,Limerick (IRE)
rac_11255660,Choose Fibrus Broadband Handicap Hurdle,Down Royal (IRE)
rac_11248536,Adare Manor Opportunity Handicap Hurdle,Down Royal (IRE)
rac_11248510,"Fibrus Says ""No"" To Price Hikes Novice Handicap Hurdle",Down Royal (IRE)
rac_11248484,Fibrus Fibrefast Broadband Mares Maiden Hurdle,Down Royal (IRE)
rac_11256180,Sean Graham Bookmakers Handicap Hurdle,Naas (IRE)
rac_11256167,Pat O'Hare Bookmakers Mares Handicap Hurdle,Naas (IRE)
rac_11256154,Franco Hughes Bookmakers Novice Handicap Hurdle,Naas (IRE)
rac_11256141,Colm White Bookmakers Maiden Hurdle,Naas (IRE)
rac_11256128,Daragh Fitzpatrick Bookmakers Handicap Hurdle,Naas (IRE)
rac_11256115,Mulvaney Bookmakers Maiden Hurdle,Naas (IRE)
rac_11256336,Cannonwood Handicap Hurdle,Clonmel (IRE)
rac_11256323,Fourmilewater Maiden Hurdle,Clonmel (IRE)
rac_11256310,Knocklofty Maiden Hurdle,Clonmel (IRE)
rac_11256297,Nire Valley Claiming Hurdle,Clonmel (IRE)
rac_11258195,Parade Ring Bar Handicap Hurdle,Limerick (IRE)
rac_11258182,Limerick Races On Instagram Maiden Hurdle,Limerick (IRE)
rac_11258169,Panoramic Restaurant At Limerick Racecourse Novice Handicap Hurdle,Limerick (IRE)
rac_11258156,OCS Recruitment Maiden Hurdle,Limerick (IRE)
rac_11258104,Lodge At Ashford Castle (Q.R.) Handicap Hurdle,Ballinrobe (IRE)
rac_11258091,Sherry Fitzgerald Mayo Handicap Hurdle,Ballinrobe (IRE)
rac_11258078,BoyleSports Mares' Handicap Hurdle,Ballinrobe (IRE)
rac_11258065,McGrath Limestone Works Handicap Hurdle,Ballinrobe (IRE)
rac_11258052,Tim Kelly (C & G) Maiden Hurdle,Ballinrobe (IRE)
rac_11258039,Bowers Bar & Restaurant Mares Maiden Hurdle,Ballinrobe (IRE)
rac_11259560,Ger Murphy Plant Hire Supporting Tramore Athletic Club Handicap Hurdle,Tramore (IRE)
rac_11259547,Adare Manor Opportunity Maiden Hurdle,Tramore (IRE)
rac_11259534,Irish Stallion Farms EBF Mares Maiden Hurdle,Tramore (IRE)
rac_11259521,Perennial Freight Supporting Tramore AFC Maiden Hurdle,Tramore (IRE)
rac_11260704,Anne Valley Walk Handicap Hurdle,Tramore (IRE)
rac_11260691,Copper Coast Handicap Hurdle,Tramore (IRE)
rac_11260678,Ladies Day August 17th Maiden Hurdle,Tramore (IRE)
rac_11261536,Follow Us On Social Media Novice Handicap Hurdle,Tipperary (IRE)
rac_11261523,Junction Handicap Hurdle,Tipperary (IRE)
rac_11261510,Welcome To Tipperary Maiden Hurdle,Tipperary (IRE)
rac_11261484,Pat And Eddie Smith Memorial Handicap Hurdle,Bellewstown (IRE)
rac_11261471,David McKeown A1 Generators Handicap Hurdle,Bellewstown (IRE)
rac_11261458,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle (IRE Incentive Race),Bellewstown (IRE)
rac_11261445,Good Enuf To Eat Catering Mares Handicap Hurdle,Bellewstown (IRE)
rac_11261432,BoyleSports Handicap Hurdle,Bellewstown (IRE)
rac_11261419,Veterinary Clinic Ratoath Maiden Hurdle,Bellewstown (IRE)
rac_11261354,Treo Eile Handicap Hurdle,Wexford (IRE)
rac_11261341,Visit Wexford Rated Novice Hurdle,Wexford (IRE)
rac_11261328,Wexford Mares Maiden Hurdle,Wexford (IRE)
rac_11263239,Toals Bookmakers Handicap Hurdle,Downpatrick (IRE)
rac_11263226,Grant Bros Developments Handicap Hurdle,Downpatrick (IRE)
rac_11263213,Billie & Bertie FitzGerald Memorial Maiden Hurdle,Downpatrick (IRE)
rac_11263200,Redweld Stables Maiden Hurdle,Downpatrick (IRE)
rac_11272313,Killashee Hotel Handicap Hurdle (),Punchestown (IRE)
rac_11272300,Blood-Stock.com Full Circle Series Final Handicap Hurdle,Punchestown (IRE)
rac_11257883,KPMG Champion Novice Hurdle,Punchestown (IRE)
rac_11272456,Louis Fitzgerald Hotel Hurdle,Punchestown (IRE)
rac_11272443,Connolly's RED MILLS Irish EBF Auction Hurdle Series Final,Punchestown (IRE)
rac_11272430,Adare Manor Opportunity Series Final Handicap Hurdle,Punchestown (IRE)
rac_11257922,Channor Real Estate Group Novice Hurdle,Punchestown (IRE)
rac_11272404,Close Brothers Mares Novice Hurdle (),Punchestown (IRE)
rac_11272391,Conway Piling Handicap Hurdle (),Punchestown (IRE)
rac_11272339,Specialist Group Handicap Hurdle,Punchestown (IRE)
rac_11257974,Ladbrokes Champion Stayers Hurdle,Punchestown (IRE)
rac_11274341,Uniquely Novice Hurdle,Punchestown (IRE)
rac_11258000,Alanna Homes Champion Novice Hurdle,Punchestown (IRE)
rac_11257987,Boodles Champion Hurdle,Punchestown (IRE)
rac_11263473,SBK Gold Trophy Handicap Hurdle (),Punchestown (IRE)
rac_11258026,Ballymore Champion Four Year Old Hurdle,Punchestown (IRE)
rac_11258013,Coolmore N.H. Sires Bolshoi Ballet Irish EBF Mares Champion Hurdle,Punchestown (IRE)
rac_11276915,Pepsi Max Hurdle,Down Royal (IRE)
rac_11276902,Club Lemon Handicap Hurdle,Down Royal (IRE)
rac_11276889,Ballygowan Opportunity Maiden Hurdle,Down Royal (IRE)
rac_11279021,Burke's Clonbur Handicap Hurdle (Div II),Ballinrobe (IRE)
rac_11277630,Burke's Clonbur Handicap Hurdle (Div I),Ballinrobe (IRE)
rac_11277617,Supermac's Maiden Hurdle,Ballinrobe (IRE)
rac_11277604,West Tyre Opportunity Handicap Hurdle,Ballinrobe (IRE)
rac_11277591,Adare Manor Opportunity Maiden Hurdle,Ballinrobe (IRE)
rac_11279775,Hotel Minella Mares Maiden Hurdle (Div II),Tipperary (IRE)
rac_11277786,Ryans Cleaning Event Specialists Handicap Hurdle,Tipperary (IRE)
rac_11277773,Hotel Minella Mares Maiden Hurdle (Div I),Tipperary (IRE)
rac_11279541,ITBA Celebrating Northern Region Award Winners Mares' Handicap Hurdle,Downpatrick (IRE)
rac_11279528,Gerry Hannity Lifetime Badgeholder At Downpatrick Racecourse Memorial Maiden Hurdle,Downpatrick (IRE)
rac_11279515,Davidson McDonnell Handicap Hurdle,Downpatrick (IRE)
rac_11279502,Road Stud Installations Maiden Hurdle,Downpatrick (IRE)
rac_11280802,Fraser Rutherford Handicap Hurdle,Cork (IRE)
rac_11280789,Racing Again May 21st Maiden Hurdle,Cork (IRE)
